Jurisdiction ,Facility Name,Facility Type,Total RC,Date
Santa Cruz,Santa Cruz Medium Security,II,96,7/2/2009
Santa Cruz,Santa Cruz RountreeLane Min,III,162,7/2/2009
Shasta,Shasta County Main Jail,II,381,7/2/2009
Sierra,Sierra County Jail,II,14,7/2/2009
Siskiyou,Siskiyou County Jail,II,104,7/2/2009
Solano,Claybank Facility,II,379,7/2/2009
Solano,Solano County Justice Center,II,705,7/2/2009
Sonoma,Sonoma Main Adult Detention,II,837,7/2/2009
Sonoma,Sonoma-North County Facility,II,561,7/2/2009
Stanislaus,Stanislaus Co Public Safety Center,II,702,7/2/2009
Stanislaus,Stanislaus County Honor Farm,II,322,7/2/2009
Stanislaus,Stanislaus County Main Jail,II,342,7/2/2009
Sutter,Sutter County Jail,II,352,7/2/2009
Tehama,Tehama County Jail,II,191,7/2/2009
Trinity,Trinity Co. Detention Facility,II,53,7/2/2009
Tulare,Bob Wiley Detention Facility,II,693,7/2/2009
Tulare,Men's Correctional Facility,II,366,7/2/2009
Tulare,Pre-trial facility,II,384,7/2/2009
Tulare,Tulare County Jail,II,268,7/2/2009
Tuolumne,Tuolumne County Jail,II,149,7/2/2009
Ventura,Todd Road Jail,II,782,7/2/2009
Ventura,Ventura Co Work Furlough,IV,235,7/2/2009
Ventura,Ventura County Main Jail,II,793,7/2/2009
Yolo,Leinberger Center,II,120,7/2/2009
Yolo,Monroe Detention Center,II,272,7/2/2009
Yuba,Yuba County Jail,II,432,7/2/2009
Santa Ana PD,Santa Ana Police Facility,II,480,7/2/2009
Alameda,Glenn E. Dyer,II,904,12/31/2008
Alameda,Santa Rita Jail,II,3705,12/31/2008
Amador,Amador County Jail,II,76,12/31/2008
Butte,Butte County Jail,II,614,12/31/2008
Calaveras,Calaveras County Jail,II,65,12/31/2008
Colusa,Colusa County Jail,II,92,12/31/2008
Contra Costa,Marsh Creek Detention Facility,III,188,12/31/2008
Contra Costa,Martinez Detention Facility,II,695,12/31/2008
Contra Costa,West County Detention Facility,II,1104,12/31/2008
Del Norte,Del Norte County Jail,II,103,12/31/2008
El Dorado,El Dorado County Jail,II,265,12/31/2008
El Dorado,South Lake Tahoe Jail,II,158,12/31/2008
Fresno,Fresno Co Satellite Jail,II,96,12/31/2008
Fresno,Fresno County Main Jail,II,1064,12/31/2008
Fresno,Fresno North Annex Jail,II,1152,12/31/2008
Fresno,Fresno South Annex Jail,II,528,12/31/2008
Glenn,Glenn Co Adult Detention Fac,II,144,12/31/2008
Humboldt,Humboldt Co. Corr. Facility,II,411,12/31/2008
Imperial,Herbert Hughes Corr. Center,II,324,12/31/2008
Imperial,Imperial Adult Regional  Fac.,II,230,12/31/2008
Inyo,Inyo County Jail,II,96,12/31/2008
Kern,Central Receiving Facility,II,292,12/31/2008
Kern,Lerdo Maximum,II,374,12/31/2008
Kern,Lerdo Minimum Facility,II,800,12/31/2008
Kern,Lerdo Pre-Trial Facility,II,1232,12/31/2008
Kings,Kings County Jail Facility,II,378,12/31/2008
Lake,Lake County Jail- Hill Road Facility,II,286,12/31/2008
Lassen,Lassen Adult Detention Facility,II,149,12/31/2008
Los Angeles,L A Inmate Reception Center,IIJ,384,12/31/2008
Los Angeles,LA Central Jail,IIJ,5108,12/31/2008
Los Angeles,LA Century Reg. Det. Facility,II,1588,12/31/2008
Los Angeles,LA North County Corr. Facility,II,2208,12/31/2008
Los Angeles,LA Pitchess East Facility,II,926,12/31/2008
Los Angeles,LA Pitchess North Facility,II,768,12/31/2008
Los Angeles,LA Pitchess South (No.  Annex),II,846,12/31/2008
Los Angeles,LA Twin Towers Corr. Facility,IIJ,2244,12/31/2008
Madera,Madera Adult Correctional Fac,II,419,12/31/2008
Marin,Marin County Jail,II,332,12/31/2008
Mariposa,Mariposa Co. Adult Det. Fac.,II,58,12/31/2008
Mendocino,Mendocino Adult Det. Facility,II,295,12/31/2008
Merced,John Latorraca Correctional Facility,II,564,12/31/2008
Merced,Merced County Jail,II,189,12/31/2008
Modoc,Modoc County Jail,II,43,12/31/2008
Mono,Mono County Jail,II,48,12/31/2008
Monterey,Monterey County Jail,II,571,12/31/2008
Monterey,Monterey County Rehabilitation,II,250,12/31/2008
Napa,Napa County Jail,II,264,12/31/2008
Nevada,Wayne Brown Correctional Facility,II,251,12/31/2008
Orange,Intake Release Center,II,408,12/31/2008
Orange,James A  Musick Facilities,II,713,12/31/2008
Orange,Orange County Mens Jail,II,1219,12/31/2008
Orange,Orange County Women's Jail,II,275,12/31/2008
Orange,Theo Lacy,II,2464,12/31/2008
Placer,Placer County Main Jail,II,488,12/31/2008
Placer,Placer County Minimum Security,II,160,12/31/2008
Plumas,Plumas County Jail,II,67,12/31/2008
Riverside,Blythe Jail,II,79,12/31/2008
Riverside,Indio Jail,II,237,12/31/2008
Riverside,Larry D. Smith Correctional Facility,II,874,12/31/2008
Riverside,Robert Presley Detention Ctr.,II,845,12/31/2008
Riverside,Southwest Detention Center,II,1094,12/31/2008
Sacramento,Rio Cosumnes Correctional Ctr.,II,1625,12/31/2008
Sacramento,Rio Cosumnes Womens Facility,II,120,12/31/2008
Sacramento,Sacramento County Main Jail,II,2380,12/31/2008
San Benito,San Benito Adult Detention,II,142,12/31/2008
San Bernardino,Adelanto Detention Center,II,706,12/31/2008
San Bernardino,San Bernardino Central Detention Center,II,740,12/31/2008
San Bernardino,San Bernardino Glen Helen,II,1068,12/31/2008
San Bernardino,West Valley Detention Center,II,3072,12/31/2008
San Diego,Descanso Detention Facility,II,308,12/31/2008
San Diego,East Mesa Detention Facility,II,360,12/31/2008
San Diego,Facility # 8,II,200,12/31/2008
San Diego,George Bailey Detention Facility,II,1380,12/31/2008
San Diego,Las Colinas Womens Detention,II,404,12/31/2008
San Diego,San Diego Central Jail,II,944,12/31/2008
San Diego,South Bay Detention Facility,II,386,12/31/2008
San Diego,Vista Detention Facility,II,820,12/31/2008
San Diego,Work Furlough/Correctional Alternatives Inc.,IV,144,12/31/2008
San Francisco,San Francisco County Jail #1,II,426,12/31/2008
San Francisco,San Francisco County Jail #2,II,402,12/31/2008
San Francisco,San Francisco County Jail #5E,II,768,12/31/2008
San Francisco,San Francisco County Jail #5W,II,372,12/31/2008
San Francisco,San Francisco County Jail #8,II,392,12/31/2008
San Joaquin,John J. Zunino Facility,II,840,12/31/2008
San Joaquin,San Joaquin County Honor Farm,II,493,12/31/2008
San Luis Obispo,San Luis Obispo County Jail,II,455,12/31/2008
San Luis Obispo,San Luis Obispo Honor Farm,III,63,12/31/2008
San Mateo,Maguire Correctional Facility,II,688,12/31/2008
San Mateo,Men's Weekend Facility,III,16,12/31/2008
San Mateo,Minimum Security Transitional Facility,III,46,12/31/2008
San Mateo,Womens Correctional Center,II,84,12/31/2008
Santa Barbara,Medium Security Facility,II,161,12/31/2008
Santa Barbara,Santa Barbara County Main Jail,II,623,12/31/2008
Santa Barbara,Santa Maria Branch Jail,II,28,12/31/2008
Santa Clara,Elmwood Complex - Men's facility,II,1956,12/31/2008
Santa Clara,Elmwood Complex - Women's Facility,II,516,12/31/2008
Santa Clara,Santa Clara County Main Jail,IIJ,1353,12/31/2008
Santa Cruz,Santa Cruz Blaine Womens Min,II,32,12/31/2008
Santa Cruz,Santa Cruz CountyJail,II,311,12/31/2008
Santa Cruz,Santa Cruz Medium Security,II,96,12/31/2008
Santa Cruz,Santa Cruz RountreeLane Min,III,162,12/31/2008
Shasta,Shasta County Main Jail,II,381,12/31/2008
Sierra,Sierra County Jail,II,14,12/31/2008
Siskiyou,Siskiyou County Jail,II,104,12/31/2008
Solano,Claybank Facility,II,379,12/31/2008
Solano,Solano County Justice Center,II,705,12/31/2008
Sonoma,Sonoma Main Adult Detention,II,837,12/31/2008
Sonoma,Sonoma-North County Facility,II,561,12/31/2008
Stanislaus,Stanislaus Co Public Safety Center,II,702,12/31/2008
Stanislaus,Stanislaus County Honor Farm,II,322,12/31/2008
Stanislaus,Stanislaus County Main Jail,II,342,12/31/2008
Sutter,Sutter County Jail,II,352,12/31/2008
Tehama,Tehama County Jail,II,191,12/31/2008
Trinity,Trinity Co. Detention Facility,II,53,12/31/2008
Tulare,Bob Wiley Detention Facility,II,693,12/31/2008
Tulare,Men's Correctional Facility,II,366,12/31/2008
Tulare,Pre-trial facility,II,384,12/31/2008
Tulare,Tulare County Jail,II,268,12/31/2008
Tuolumne,Tuolumne County Jail,II,149,12/31/2008
Ventura,Todd Road Jail,II,782,12/31/2008
Ventura,Ventura Co Work Furlough,IV,235,12/31/2008
Ventura,Ventura County Main Jail,II,793,12/31/2008
Yolo,Leinberger Center,II,120,12/31/2008
Yolo,Monroe Detention Center,II,272,12/31/2008
Yuba,Yuba County Jail,II,432,12/31/2008
Santa Ana PD,Santa Ana Police Facility,II,480,12/31/2008
Alameda,Glenn E. Dyer,II,904,6/23/2008
Alameda,Santa Rita Jail,II,3705,6/23/2008
Amador,Amador County Jail,II,76,6/23/2008
Butte,Butte County Jail,II,614,6/23/2008
Calaveras,Calaveras County Jail,II,65,6/23/2008
Colusa,Colusa County Jail,II,92,6/23/2008
Contra Costa,Marsh Creek Detention Facility,III,188,6/23/2008
Contra Costa,Martinez Detention Facility,II,695,6/23/2008
Contra Costa,West County Detention Facility,II,1104,6/23/2008
Del Norte,Del Norte County Jail,II,103,6/23/2008
El Dorado,El Dorado County Jail,II,265,6/23/2008
El Dorado,South Lake Tahoe Jail,II,158,6/23/2008
Fresno,Fresno Co Satellite Jail,III,96,6/23/2008
Fresno,Fresno County Main Jail,II,1064,6/23/2008
Fresno,Fresno North Annex Jail,II,1152,6/23/2008
Fresno,Fresno South Annex Jail,II,528,6/23/2008
Glenn,Glenn Co Adult Detention Fac,II,144,6/23/2008
Humboldt,Humboldt Co. Corr. Facility,II,411,6/23/2008
Imperial,Herbert Hughes Corr. Center,II,324,6/23/2008
Imperial,Imperial Adult Regional  Fac.,II,230,6/23/2008
Inyo,Inyo County Jail,II,96,6/23/2008
Kern,Central Receiving Facility,II,292,6/23/2008
Kern,Lerdo Maximum,II,374,6/23/2008
Kern,Lerdo Minimum Facility,II,800,6/23/2008
Kern,Lerdo Pre-Trial Facility,II,1232,6/23/2008
Kings,Kings County Jail Facility,II,378,6/23/2008
Lake,Lake County Jail- Hill Road Facility,II,286,6/23/2008
Lassen,Lassen Adult Detention Facility,II,149,6/23/2008
Los Angeles,L A Inmate Reception Center,IIJ,384,6/23/2008
Los Angeles,LA Central Jail,IIJ,5108,6/23/2008
Los Angeles,LA Century Reg. Det. Facility,II,1588,6/23/2008
Los Angeles,LA North County Corr. Facility,II,2208,6/23/2008
Los Angeles,LA Pitchess East Facility,II,926,6/23/2008
Los Angeles,LA Pitchess North Facility,II,768,6/23/2008
Los Angeles,LA Pitchess South (No.  Annex),II,846,6/23/2008
Los Angeles,LA Twin Towers Corr. Facility,IIJ,2244,6/23/2008
Madera,Madera Adult Correctional Fac,II,419,6/23/2008
Marin,Marin County Jail,II,332,6/23/2008
Mariposa,Mariposa Co. Adult Det. Fac.,II,58,6/23/2008
Mendocino,Mendocino Adult Det. Facility,II,295,6/23/2008
Merced,John Latorraca Correctional Facility,II,564,6/23/2008
Merced,Merced County Jail,II,189,6/23/2008
Modoc,Modoc County Jail,II,43,6/23/2008
Mono,Mono County Jail,II,44,6/23/2008
Monterey,Monterey County Jail,II,563,6/23/2008
Monterey,Monterey County Rehabilitation,II,250,6/23/2008
Napa,Napa County Jail,II,264,6/23/2008
Nevada,Wayne Brown Correctional Facility,II,251,6/23/2008
Orange,Intake Release Center,II,408,6/23/2008
Orange,James A  Musick Facilities,II,713,6/23/2008
Orange,Orange County Mens Jail,II,1219,6/23/2008
Orange,Orange County Women's Jail,II,275,6/23/2008
Orange,Theo Lacy,II,2464,6/23/2008
Placer,Placer County Main Jail,II,488,6/23/2008
Placer,Placer County Minimum Security,II,160,6/23/2008
Plumas,Plumas County Jail,II,67,6/23/2008
Riverside,Blythe Jail,II,79,6/23/2008
Riverside,Indio Jail,II,237,6/23/2008
Riverside,Larry D. Smith Correctional Facility,II,874,6/23/2008
Riverside,Robert Presley Detention Ctr.,II,845,6/23/2008
Riverside,Southwest Detention Center,II,1094,6/23/2008
Sacramento,Rio Cosumnes Correctional Ctr.,II,1625,6/23/2008
Sacramento,Rio Cosumnes Womens Facility,II,120,6/23/2008
Sacramento,Sacramento County Main Jail,II,2380,6/23/2008
San Benito,San Benito Adult Detention,II,142,6/23/2008
San Bernardino,Adelanto Detention Center,II,706,6/23/2008
San Bernardino,San Bernardino Central Detention Center,II,740,6/23/2008
San Bernardino,San Bernardino Glen Helen,II,1068,6/23/2008
San Bernardino,West Valley Detention Center,II,3072,6/23/2008
San Diego,Descanso Detention Facility,II,308,6/23/2008
San Diego,East Mesa Detention Facility,II,360,6/23/2008
San Diego,Facility # 8,II,200,6/23/2008
San Diego,George Bailey Detention Facility,II,1380,6/23/2008
San Diego,Las Colinas Womens Detention,II,404,6/23/2008
San Diego,San Diego Central Jail,II,944,6/23/2008
San Diego,South Bay Detention Facility,II,386,6/23/2008
San Diego,Vista Detention Facility,II,820,6/23/2008
San Diego,Work Furlough/Correctional Alternatives Inc.,IV,144,6/23/2008
San Francisco,San Francisco County Jail #1,II,426,6/23/2008
San Francisco,San Francisco County Jail #2,II,402,6/23/2008
San Francisco,San Francisco County Jail #5,II,768,6/23/2008
San Francisco,San Francisco County Jail #8,II,392,6/23/2008
San Joaquin,John J.Zunino Facility,II,840,6/23/2008
San Joaquin,San Joaquin County Honor Farm,II,493,6/23/2008
San Luis Obispo,San Luis Obispo County Jail,II,455,6/23/2008
San Luis Obispo,San Luis Obispo Honor Farm,III,63,6/23/2008
San Mateo,Maguire Correctional Facility,II,688,6/23/2008
San Mateo,Men's Weekend Facility,III,16,6/23/2008
San Mateo,Minimum Security Transitional Facility,III,46,6/23/2008
San Mateo,Womens Correctional Center,II,84,6/23/2008
Santa Barbara,Medium Security Facility,II,161,6/23/2008
Santa Barbara,Santa Barbara County Main Jail,II,623,6/23/2008
Santa Barbara,Santa Maria Branch Jail,II,28,6/23/2008
Santa Clara,Elmwood Complex - Men's facility,II,1956,6/23/2008
Santa Clara,Elmwood Complex - Women's Facility,II,516,6/23/2008
Santa Clara,Santa Clara County Main Jail,IIJ,1353,6/23/2008
Santa Cruz,Santa Cruz Blaine Womens Min,II,32,6/23/2008
Santa Cruz,Santa Cruz CountyJail,II,311,6/23/2008
Santa Cruz,Santa Cruz Medium Security,II,96,6/23/2008
Santa Cruz,Santa Cruz RountreeLane Min,III,162,6/23/2008
Shasta,Shasta County Main Jail,II,381,6/23/2008
Sierra,Sierra County Jail,II,14,6/23/2008
Siskiyou,Siskiyou County Jail,II,104,6/23/2008
Solano,Claybank Facility,II,379,6/23/2008
Solano,Solano County Justice Center,II,705,6/23/2008
Sonoma,Sonoma Main Adult Detention,II,837,6/23/2008
Sonoma,Sonoma-North County Facility,II,561,6/23/2008
Stanislaus,Stanislaus Co Public Safety Center,II,702,6/23/2008
Stanislaus,Stanislaus County Honor Farm,II,322,6/23/2008
Stanislaus,Stanislaus County Main Jail,II,342,6/23/2008
Sutter,Sutter County Jail,II,352,6/23/2008
Tehama,Tehama County Jail,II,191,6/23/2008
Trinity,Trinity Co. Detention Facility,II,53,6/23/2008
Tulare,Bob Wiley Detention Facility,II,693,6/23/2008
Tulare,Men's Correctional Facility,II,366,6/23/2008
Tulare,Pre-trial facility,II,384,6/23/2008
Tulare,Tulare County Jail,II,268,6/23/2008
Tuolumne,Tuolumne County Jail,II,149,6/23/2008
Ventura,Todd Road Jail,II,782,6/23/2008
Ventura,Ventura Co Work Furlough,IV,235,6/23/2008
Ventura,Ventura County Main Jail,II,793,6/23/2008
Yolo,Leinberger Center,II,120,6/23/2008
Yolo,Monroe Detention Center,II,272,6/23/2008
Yuba,Yuba County Jail,II,432,6/23/2008
Santa Ana PD,Santa Ana Police Facility,II,480,6/23/2008
Alameda,Glenn E. Dyer,II,904,12/31/2007
Alameda,Santa Rita Jail,II,3601,12/31/2007
Amador,Amador County Jail,II,76,12/31/2007
Butte,Butte County Jail,II,614,12/31/2007
Calaveras,Calaveras County Jail,II,65,12/31/2007
Colusa,Colusa County Jail,II,92,12/31/2007
Contra Costa,Marsh Creek Detention Facility,III,188,12/31/2007
Contra Costa,Martinez Detention Facility,II,695,12/31/2007
Contra Costa,West County Detention Facility,II,1104,12/31/2007
Del Norte,Del Norte County Jail,II,133,12/31/2007
El Dorado,El Dorado County Jail,II,243,12/31/2007
El Dorado,South Lake Tahoe Jail,II,126,12/31/2007
Fresno,Fresno Co Satellite Jail,III,96,12/31/2007
Fresno,Fresno County Main Jail,II,1064,12/31/2007
Fresno,Fresno North Annex Jail,II,1152,12/31/2007
Fresno,Fresno South Annex Jail,II,528,12/31/2007
Glenn,Glenn Co Adult Detention Fac,II,144,12/31/2007
Humboldt,Humboldt Co. Corr. Facility,II,411,12/31/2007
Imperial,Herbert Hughes Corr. Center,II,324,12/31/2007
Imperial,Imperial Adult Regional  Fac.,II,230,12/31/2007
Inyo,Inyo County Jail,II,96,12/31/2007
Kern,Central Receiving Facility,II,292,12/31/2007
Kern,Lerdo Maximum,II,374,12/31/2007
Kern,Lerdo Minimum Facility,II,800,12/31/2007
Kern,Lerdo Pre-Trial Facility,II,1232,12/31/2007
Kings,Kings County Jail Facility,II,378,12/31/2007
Lake,Lake County Jail- Hill Road Facility,II,286,12/31/2007
Lassen,Lassen Adult Detention Facility,II,149,12/31/2007
Los Angeles,L A Inmate Reception Center,IIJ,384,12/31/2007
Los Angeles,LA Central Jail,IIJ,5108,12/31/2007
Los Angeles,LA Century Reg. Det. Facility,II,1588,12/31/2007
Los Angeles,LA North County Corr. Facility,II,2208,12/31/2007
Los Angeles,LA Pitchess East Facility,II,926,12/31/2007
Los Angeles,LA Pitchess North Facility,II,768,12/31/2007
Los Angeles,LA Pitchess South (No.  Annex),II,846,12/31/2007
Los Angeles,LA Twin Towers Corr. Facility,IIJ,2244,12/31/2007
Madera,Madera Adult Correctional Fac,II,419,12/31/2007
Marin,Marin County Jail,II,332,12/31/2007
Mariposa,Mariposa Co. Adult Det. Fac.,II,58,12/31/2007
Mendocino,Mendocino Adult Det. Facility,II,295,12/31/2007
Merced,John Latorraca Correctional Facility,II,564,12/31/2007
Merced,Merced County Jail,II,189,12/31/2007
Modoc,Modoc County Jail,II,43,12/31/2007
Mono,Mono County Jail,II,44,12/31/2007
Monterey,Monterey County Jail,II,563,12/31/2007
Monterey,Monterey County Rehabilitation,II,250,12/31/2007
Napa,Napa County Jail,II,264,12/31/2007
Nevada,Wayne Brown Correctional Facility,II,251,12/31/2007
Orange,Intake Release Center,II,408,12/31/2007
Orange,James A  Musick Facilities,II,713,12/31/2007
Orange,Orange County Mens Jail,II,1219,12/31/2007
Orange,Orange County Women's Jail,II,275,12/31/2007
Orange,Theo Lacy,II,2464,12/31/2007
Placer,Placer County Main Jail,II,486,12/31/2007
Placer,Placer County Minimum Security,II,160,12/31/2007
Plumas,Plumas Count Jail,II,67,12/31/2007
Riverside,Blythe Jail,II,79,12/31/2007
Riverside,Indio Jail,II,237,12/31/2007
Riverside,Larry D. Smith Correctional Facility,II,634,12/31/2007
Riverside,Robert Presley Detention Ctr.,II,840,12/31/2007
Riverside,Southwest Detention Center,II,1094,12/31/2007
Sacramento,Rio Cosumnes Correctional Ctr.,II,1625,12/31/2007
Sacramento,Rio Cosumnes Womens Facility,II,120,12/31/2007
Sacramento,Sacramento County Main Jail,II,2380,12/31/2007
San Benito,San Benito Adult Detention,II,142,12/31/2007
San Bernardino,Adelanto Detention Center,II,706,12/31/2007
San Bernardino,San Bernardino Central Detention Center,II,740,12/31/2007
San Bernardino,San Bernardino Glen Helen,II,1068,12/31/2007
San Bernardino,West Valley Detention Center,II,3072,12/31/2007
San Diego,Descanso Detention Facility,II,308,12/31/2007
San Diego,East Mesa Detention Facility,II,360,12/31/2007
San Diego,George Bailey Detention Facility,II,1380,12/31/2007
San Diego,Las Colinas Womens Detention,II,400,12/31/2007
San Diego,San Diego Central Jail,II,944,12/31/2007
San Diego,South Bay Detention Facility,II,386,12/31/2007
San Diego,Vista Detention Facility,II,820,12/31/2007
San Diego,Work Furlough/Correctional Alternatives Inc.,IV,144,12/31/2007
San Francisco,San Francisco County Jail #1,II,426,12/31/2007
San Francisco,San Francisco County Jail #2,II,402,12/31/2007
San Francisco,San Francisco County Jail #5,II,768,12/31/2007
San Francisco,San Francisco County Jail #8,II,392,12/31/2007
San Joaquin,John J.Zunino Facility,II,840,12/31/2007
San Joaquin,San Joaquin County Honor Farm,II,493,12/31/2007
San Luis Obispo,San Luis Obispo County Jail,II,455,12/31/2007
San Luis Obispo,San Luis Obispo Honor Farm,III,63,12/31/2007
San Mateo,Maguire Correctional Facility,II,688,12/31/2007
San Mateo,Men's Weekend Facility,III,16,12/31/2007
San Mateo,Minimum Security Transitional Facility,III,46,12/31/2007
San Mateo,Womens Correctional Center,II,84,12/31/2007
Santa Barbara,Medium Security Facility,II,161,12/31/2007
Santa Barbara,Santa Barbara County Main Jail,II,618,12/31/2007
Santa Clara,Elmwood Complex - Men's facility,II,1956,12/31/2007
Santa Clara,Elmwood Complex - Women's Facility,II,516,12/31/2007
